id,tabled,notes_sentences,labels,labels_contiguous,counted,recommendations_counted,excluded_because,title,url
6667,2024-08-13,5,5,yes,yes,5,,Australian Government response to the Joint Committee on Corporations and Financial Services report: Options for greater involvement by private sector life insurers in worker rehabilitation [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6667
6668,2024-08-13,49,49,no,no,0,labels do not run without gaps,Australian Government response to the Joint Committee on Corporations and Financial Services report: Life Insurance Industry [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6668
6669,2024-08-13,12,11,yes,no,0,12 notes sentences against 11 labels,Australian Government response to the Joint Committee on Corporations and Financial Services report: Impairment of Customer Loans [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6669
6670,2024-08-13,13,13,yes,yes,13,,Australian Government response to the Joint Committee on Trade and Investment Growth report: The Prudential Regulation of Investment in Australia's Export Industries [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6670
6715,2024-07-04,3,3,yes,yes,3,,Australian Government response to the House Committee on Economics report: Inquiry into the implications of common ownership and capital concentration in Australia,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6715
6716,2024-07-04,6,4,yes,no,0,6 notes sentences against 4 labels,Australian Government response to the House Committee on Economics report: Report on the inquiry into the implications of removing refundable franking credits,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6716
6717,2024-07-04,4,4,yes,yes,4,,Australian Government response to the House Committee on Economics report: Review of the Four Major Banks (Third Report),https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6717
6718,2024-07-04,18,18,yes,yes,18,,Australian Government response to the House Committee on Tax and Revenue report: Owning a Share of Your Work: Tax Treatment of Employee Share Schemes,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6718
6719,2024-07-04,19,19,yes,yes,19,,Australian Government response to the House Committee on Tax and Revenue report: 2018-19 Commissioner of Taxation Annual Report,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6719
6720,2024-07-04,12,12,yes,yes,12,,Australian Government response to the House Committee on Tax and Revenue report: The Development of the Australian Corporate Bond Market: A Way Forward,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6720
6721,2024-07-04,37,1,no,no,0,labels do not run without gaps,"Australian Government response to the House Committee on Tax and Revenue report: 2017 Annual Report of the Australian Taxation Office: Fairness, functions and frameworks - performance review",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6721
6722,2024-07-04,16,16,yes,yes,16,,Australian Government response to the House Committee on Tax and Revenue report: The Australian Dream - Inquiry into housing affordability and supply in Australia,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6722
6754,2024-07-11,1,1,yes,no,0,"a single label, which a table layout can fake",Australian Government Response - Parliamentary Joint Committee on Law Enforcement Interim and Final Reports - Vaccine Related Fraud and Security Risks,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6754
6786,2024-07-18,0,1,no,no,0,labels do not run without gaps,“Wage theft? What wage theft?!”: The exploitation of general and specialist cleaners working in retail chains for contracting or subcontracting companies,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6786
6787,2024-07-18,0,0,no,no,0,no recommendation labels in the text,Corporate Avoidance of the Fair Work Act 2009,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6787
6932,2024-08-09,11,6,yes,no,0,11 notes sentences against 6 labels,Australian Government response to the Senate Environment and Communications References Committee report: Media Diversity in Australia,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6932
6993,2024-08-13,12,12,yes,yes,12,,"Australian government response to the House Standing Committee of Communications and the Arts,The future of regional newspapers in a digital world: Inquiry into Australia’s regional newspapers [August, 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6993
7543,2024-10-03,1,0,no,no,0,no recommendation labels in the text,"Australian Government Response to the Community Affairs References Committee report - Inquiry into the purpose, intent and adequacy of the Disability Support Pension",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7543
7557,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government response to the Senate Community Affairs References Committee for the Inquiry into the Adequacy of Newstart and related payments and alternative mechanisms to determine the level of income support payments in Australia,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7557
7561,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Administration of registration and notification by the Australian Health Practitioner Regulation Agency and related entities under the Health Practitioner Regulation National Law,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7561
7565,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Financial and tax practices of for-profit aged care providers,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7565
7566,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Final report—Hospital funding cuts: the perfect storm: The demolition of Federal-State health relations 2014-2016,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7566
7567,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Obesity Epidemic in Australia – Final Report,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7567
7568,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Effect of red tape on pharmacy rules—Fourth interim report,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7568
7569,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Effect of red tape on tobacco retail - Second interim report,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7569
7570,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Tobacco Harm Reduction - Report,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7570
7571,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Australia’s domestic response to the World Health Organization’s Commission on Social Determinants of Health report ‘Closing the gap within a generation’,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7571
7572,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Out-of-pocket costs in Australian Healthcare,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7572
7573,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to The factors affecting the supply of health services and medical professionals in rural areas,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7573
7590,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Implementation of the National Health Reform Agreement,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7590
7591,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Fourth interim report—Mental health: A consensus for action,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7591
7592,2024-10-03,1,0,no,no,0,no recommendation labels in the text,Australian Government Response to Sixth Interim Report—Big health data: Australia's big potential,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/7592
